name,kind,outcome,message,package,compile_cost,n_equations,n_states,n_algebraic,n_discrete,n_parameters,structural,index_reduced,n_blocks,n_coupled,largest_coupled,n_connect_eq,n_flow_eq,n_event_conditions,n_discrete_updates,has_arrays,max_depth,n_functions
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd07,Component,success,,Electrical,fast,341,6,293,0,103,singular,singular,,,,91,92,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd09,Component,success,,Electrical,fast,353,6,305,0,106,singular,singular,,,,97,98,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd11,Component,success,,Electrical,fast,341,6,293,0,103,singular,singular,,,,91,92,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy00,Component,success,,Electrical,fast,339,6,291,0,102,singular,singular,,,,89,92,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy02,Component,success,,Electrical,fast,351,6,303,0,105,singular,singular,,,,95,98,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy04,Component,success,,Electrical,fast,351,6,303,0,105,singular,singular,,,,95,98,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy06,Component,success,,Electrical,fast,339,6,291,0,102,singular,singular,,,,89,92,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy08,Component,success,,Electrical,fast,351,6,303,0,105,singular,singular,,,,95,98,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy10,Component,success,,Electrical,fast,351,6,303,0,105,singular,singular,,,,95,98,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz01,Component,success,,Electrical,fast,363,6,315,0,108,singular,singular,,,,101,104,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz03,Component,success,,Electrical,fast,363,6,315,0,108,singular,singular,,,,101,104,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz05,Component,success,,Electrical,fast,351,6,303,0,105,singular,singular,,,,95,98,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz07,Component,success,,Electrical,fast,351,6,303,0,105,singular,singular,,,,95,98,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz09,Component,success,,Electrical,fast,363,6,315,0,108,singular,singular,,,,101,104,6,0,true,3,3
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz11,Component,success,,Electrical,fast,363,6,315,0,108,singular,singular,,,,101,104,6,0,true,3,3
Modelica.Electrical.Machines.Examples.ControlledDCDrives.CurrentControlledDCPM,Examples,success,,Electrical,fast,373,22,288,3,229,singular,ok,123,1,4,125,58,18,2,false,5,3
Modelica.Electrical.Machines.Examples.ControlledDCDrives.PositionControlledDCPM,Examples,success,,Electrical,fast,463,24,346,7,293,singular,singular,,,,163,58,49,6,false,5,3
Modelica.Electrical.Machines.Examples.ControlledDCDrives.SpeedControlledDCPM,Examples,success,,Electrical,fast,410,24,310,4,269,singular,singular,,,,146,58,28,3,false,5,3
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,Examples,success,,Electrical,fast,124,6,96,2,44,singular,singular,,,,54,24,5,1,false,4,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.IdealDcDc,Examples,success,,Electrical,fast,74,2,62,1,11,singular,singular,,,,31,18,0,1,false,3,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.LimitedPI,Examples,success,,Electrical,fast,31,1,17,2,31,ok,,31,0,0,17,0,5,1,false,1,0
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.PartialControlledDCPM,Examples,success,,Electrical,fast,365,21,282,3,222,singular,singular,,,,123,58,13,2,false,5,3
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.SwitchingDcDc,Examples,success,,Electrical,fast,137,0,133,63,126,ok,,74,1,64,34,18,47,62,false,4,0
Modelica.Electrical.Machines.Examples.DCMachines.DCEE_Start,Examples,success,,Electrical,fast,246,14,201,1,157,singular,singular,,,,54,43,12,0,false,4,3
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Cooling,Examples,success,,Electrical,fast,269,17,223,3,226,singular,ok,62,1,4,59,45,16,2,false,3,4
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_CurrentControlled,Examples,success,,Electrical,fast,246,17,186,2,186,singular,ok,70,1,4,69,36,13,1,false,4,3
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Drive,Examples,success,,Electrical,slow,666,37,524,6,313,singular,ok,177,1,9,208,115,30,5,false,5,3
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_QuasiStatic,Examples,success,,Electrical,fast,390,26,309,3,225,singular,singular,,,,89,68,14,2,false,4,4
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Start,Examples,success,,Electrical,fast,200,13,159,1,134,singular,ok,35,1,4,45,35,11,0,false,4,3
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Temperature,Examples,success,,Electrical,fast,214,13,174,1,135,singular,ok,39,1,4,52,41,10,0,false,3,5
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_withLosses,Examples,success,,Electrical,fast,393,28,310,1,259,singular,ok,77,3,7,88,68,20,0,false,4,3
Modelica.Electrical.Machines.Examples.DCMachines.DCSE_SinglePhase,Examples,success,,Electrical,fast,249,15,202,1,171,singular,singular,,,,53,43,15,0,false,4,4
Modelica.Electrical.Machines.Examples.DCMachines.DCSE_Start,Examples,success,,Electrical,fast,248,15,202,1,161,singular,singular,,,,53,43,12,0,false,4,3
Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,Examples,success,,Electrical,slow,665,41,535,1,420,singular,singular,,,,150,116,18,0,false,4,3
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Conveyor,Examples,success,,Electrical,fast,445,16,368,3,240,singular,singular,,,,127,105,14,2,true,4,14
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_DCBraking,Examples,success,,Electrical,fast,357,16,299,0,189,singular,singular,,,,94,78,4,0,true,4,3
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_DOL,Examples,success,,Electrical,fast,473,15,392,11,264,singular,singular,,,,129,111,19,12,true,4,6
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Initialize,Examples,success,,Electrical,fast,427,16,349,1,239,singular,singular,,,,120,102,13,0,true,4,6
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,Examples,success,,Electrical,fast,425,15,350,1,212,singular,singular,,,,123,102,16,0,true,4,5
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_InverterDrive,Examples,success,,Electrical,slow,916,20,785,67,502,singular,skipped:too-large,,,,259,202,113,70,true,4,12
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,Examples,success,,Electrical,fast,446,18,371,7,231,singular,singular,,,,124,96,16,6,true,4,6
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Transformer,Examples,success,,Electrical,slow,866,21,733,18,413,singular,skipped:too-large,,,,237,212,32,21,true,4,7
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_YD,Examples,success,,Electrical,slow,571,15,482,41,327,singular,singular,,,,153,131,56,48,true,4,6
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_YDarc,Examples,success,,Electrical,slow,646,18,546,53,402,singular,singular,,,,171,149,101,60,true,4,6
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_withLosses,Examples,success,,Electrical,fast,485,18,379,1,274,singular,singular,,,,133,106,19,0,true,4,16
Modelica.Electrical.Machines.Examples.InductionMachines.IMS_Start,Examples,success,,Electrical,slow,732,16,630,18,394,singular,singular,,,,205,178,31,21,true,4,6
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_DOL,Examples,success,,Electrical,slow,636,14,520,11,339,singular,singular,,,,185,141,27,10,true,4,9
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_Generator,Examples,success,,Electrical,slow,604,15,490,1,319,singular,singular,,,,183,135,17,0,true,4,9
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_LoadDump,Examples,success,,Electrical,slow,667,20,539,17,387,singular,singular,,,,203,144,50,18,true,4,6
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_Rectifier,Examples,success,,Electrical,slow,573,20,469,8,357,singular,singular,,,,161,111,37,7,true,4,8
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_Braking,Examples,success,,Electrical,slow,598,15,502,7,312,singular,singular,,,,178,135,33,6,true,4,10
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_CurrentSource,Examples,success,,Electrical,fast,595,16,477,0,289,singular,singular,,,,202,134,3,0,true,4,11
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_Inverter,Examples,success,,Electrical,fast,524,16,424,1,281,singular,singular,,,,166,119,16,0,true,4,6
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_NoLoad,Examples,success,,Electrical,fast,365,13,294,1,227,singular,singular,,,,97,79,9,0,true,4,10
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_ResistiveBraking,Examples,success,,Electrical,slow,672,14,569,21,345,singular,singular,,,,183,145,26,20,true,4,8
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_VoltageSource,Examples,success,,Electrical,slow,687,21,533,1,339,singular,singular,,,,246,144,3,1,true,4,12
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMR_DOL,Examples,success,,Electrical,fast,545,14,444,11,303,singular,singular,,,,163,125,20,12,true,4,7
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMR_Inverter,Examples,success,,Electrical,fast,500,15,404,1,251,singular,singular,,,,159,116,16,0,true,4,6
Modelica.Electrical.Machines.Examples.Transformers.AsymmetricalLoad,Examples,success,,Electrical,fast,466,6,401,1,186,singular,singular,,,,132,121,14,0,true,4,5
Modelica.Electrical.Machines.Examples.Transformers.IMC_Transformer,Examples,success,,Electrical,fast,866,21,733,18,413,singular,skipped:too-large,,,,237,212,32,21,true,4,7
Modelica.Electrical.Machines.Examples.Transformers.Rectifier12pulse,Examples,success,,Electrical,slow,1018,14,883,13,411,singular,skipped:too-large,,,,289,250,67,12,true,4,5
Modelica.Electrical.Machines.Examples.Transformers.Rectifier6pulse,Examples,success,,Electrical,slow,565,8,490,7,236,singular,singular,,,,161,141,37,6,true,4,5
Modelica.Electrical.Machines.Examples.Transformers.TransformerTestbench,Examples,success,,Electrical,slow,748,6,629,1,265,singular,singular,,,,248,194,16,0,true,4,7
Modelica.Electrical.Machines.Icons.Drive,Icons,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.Icons.FundamentalWaveMachine,Icons,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.Icons.Machine,Icons,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.Icons.QuasiStaticFundamentalWaveMachine,Icons,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.Icons.QuasiStaticMachine,Icons,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.Icons.QuasiStaticTransformer,Icons,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.Icons.TransientMachine,Icons,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.Icons.TransientTransformer,Icons,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.Interfaces.DCMachines.PartialThermalAmbientDCMachines,Interfaces,success,,Electrical,fast,27,0,21,0,7,ok,,27,0,0,6,10,0,0,false,2,0
Modelica.Electrical.Machines.Interfaces.FlangeSupport,Interfaces,success,,Electrical,fast,6,1,6,0,0,singular,singular,,,,0,2,0,0,false,1,0
Modelica.Electrical.Machines.Interfaces.InductionMachines.PartialThermalAmbientInductionMachines,Interfaces,success,,Electrical,fast,39,0,33,0,10,ok,,39,0,0,9,15,0,0,true,2,0
Modelica.Electrical.Machines.Interfaces.PartialBasicDCMachine,Interfaces,success,,Electrical,fast,140,8,111,0,79,singular,singular,,,,29,29,2,0,false,3,1
Modelica.Electrical.Machines.Interfaces.PartialBasicInductionMachine,Interfaces,success,,Electrical,fast,242,9,197,0,108,singular,singular,,,,54,59,3,0,true,3,3
Modelica.Electrical.Machines.Interfaces.PartialBasicMachine,Interfaces,success,,Electrical,fast,32,6,23,0,22,singular,ok,7,0,0,5,6,0,0,false,2,0
Modelica.Electrical.Machines.Interfaces.PartialBasicTransformer,Interfaces,success,,Electrical,fast,319,6,271,0,98,singular,singular,,,,66,95,6,0,true,3,3
Modelica.Electrical.Machines.Losses.DCMachines.Brush,Component,success,,Electrical,fast,7,0,7,0,3,singular,singular,,,,0,2,0,0,false,1,0
Modelica.Electrical.Machines.Losses.DCMachines.Core,Component,success,,Electrical,fast,9,0,9,0,8,singular,singular,,,,0,2,0,0,false,1,0
Modelica.Electrical.Machines.Losses.DCMachines.StrayLoad,Component,success,,Electrical,fast,14,1,13,0,6,singular,singular,,,,0,4,0,0,false,1,0
Modelica.Electrical.Machines.Losses.Friction,Component,success,,Electrical,fast,8,1,7,0,8,singular,singular,,,,0,2,0,0,false,1,0
Modelica.Electrical.Machines.Losses.InductionMachines.Brush,Component,success,,Electrical,fast,49,0,45,0,17,singular,singular,,,,10,14,0,0,true,2,0
Modelica.Electrical.Machines.Losses.InductionMachines.Core,Component,success,,Electrical,fast,5,0,5,0,10,singular,singular,,,,0,1,0,0,false,1,0
Modelica.Electrical.Machines.Losses.InductionMachines.PermanentMagnetLosses,Component,success,,Electrical,fast,9,1,8,0,9,singular,singular,,,,0,2,0,0,false,1,1
Modelica.Electrical.Machines.Losses.InductionMachines.StrayLoad,Component,success,,Electrical,fast,25,1,22,0,9,singular,singular,,,,0,8,0,0,true,2,1
Modelica.Electrical.Machines.Sensors.CurrentQuasiRMSSensor,Component,success,,Electrical,fast,51,0,39,0,13,singular,singular,,,,19,18,0,0,true,3,2
Modelica.Electrical.Machines.Sensors.ElectricalPowerSensor,Component,success,,Electrical,fast,24,0,20,0,3,singular,singular,,,,0,9,0,0,true,2,2
Modelica.Electrical.Machines.Sensors.HallSensor,Component,success,,Electrical,fast,4,0,3,0,3,singular,singular,,,,0,1,0,0,false,1,0
Modelica.Electrical.Machines.Sensors.MechanicalPowerSensor,Component,success,,Electrical,fast,21,1,16,0,2,singular,singular,,,,7,5,0,0,false,2,0
Modelica.Electrical.Machines.Sensors.RotorDisplacementAngle,Component,success,,Electrical,fast,70,0,53,0,25,singular,singular,,,,26,21,0,0,true,3,3
Modelica.Electrical.Machines.Sensors.SinCosResolver,Component,success,,Electrical,fast,7,0,3,0,5,singular,singular,,,,0,1,0,0,false,1,0
Modelica.Electrical.Machines.Sensors.VoltageQuasiRMSSensor,Component,success,,Electrical,fast,51,0,39,0,13,singular,singular,,,,19,18,0,0,true,3,2
Modelica.Electrical.Machines.SpacePhasors.Blocks.FromPolar,Component,success,,Electrical,fast,1,0,0,0,1,singular,singular,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.SpacePhasors.Blocks.FromSpacePhasor,Component,success,,Electrical,fast,1,0,0,0,6,singular,singular,,,,0,0,0,0,false,0,1
Modelica.Electrical.Machines.SpacePhasors.Blocks.LessThreshold,Component,success,,Electrical,fast,1,0,0,0,2,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Electrical.Machines.SpacePhasors.Blocks.QuasiRMS,Component,success,,Electrical,fast,6,0,2,0,3,singular,singular,,,,3,0,0,0,false,1,1
Modelica.Electrical.Machines.SpacePhasors.Blocks.Rotator,Component,success,,Electrical,fast,2,0,1,0,1,singular,singular,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.SpacePhasors.Blocks.ToPolar,Component,success,,Electrical,fast,2,0,0,0,1,ok,,2,0,0,0,0,0,0,false,0,1
Modelica.Electrical.Machines.SpacePhasors.Blocks.ToSpacePhasor,Component,success,,Electrical,fast,2,0,0,0,6,singular,singular,,,,0,0,0,0,false,0,1
Modelica.Electrical.Machines.SpacePhasors.Components.Rotator,Component,success,,Electrical,fast,5,0,5,0,0,singular,singular,,,,0,2,0,0,false,1,0
Modelica.Electrical.Machines.SpacePhasors.Components.SpacePhasor,Component,success,,Electrical,fast,23,0,20,0,5,singular,singular,,,,0,9,0,0,true,2,0
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCCE,Component,success,,Electrical,fast,42,0,31,0,11,ok,,42,0,0,10,14,0,0,false,2,0
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCEE,Component,success,,Electrical,fast,35,0,26,0,9,ok,,35,0,0,8,12,0,0,false,2,0
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCPM,Component,success,,Electrical,fast,35,0,26,0,9,ok,,35,0,0,8,12,0,0,false,2,0
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCSE,Component,success,,Electrical,fast,35,0,26,0,9,ok,,35,0,0,8,12,0,0,false,2,0
Modelica.Electrical.Machines.Thermal.InductionMachines.ThermalAmbientIMC,Component,success,,Electrical,fast,47,0,38,0,12,ok,,47,0,0,11,17,0,0,true,2,0
Modelica.Electrical.Machines.Thermal.InductionMachines.ThermalAmbientIMS,Component,success,,Electrical,fast,64,0,54,0,16,ok,,64,0,0,15,24,0,0,true,2,0
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMEE,Component,success,,Electrical,fast,58,0,47,0,17,ok,,58,0,0,14,21,0,0,true,2,0
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMPM,Component,success,,Electrical,fast,54,0,43,0,16,ok,,54,0,0,13,19,0,0,true,2,0
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMR,Component,success,,Electrical,fast,47,0,38,0,14,ok,,47,0,0,11,17,0,0,true,2,0
Modelica.Electrical.Machines.Thermal.ThermalAmbientTransformer,Component,success,,Electrical,fast,44,0,38,0,10,ok,,44,0,0,11,16,0,0,true,2,0
Modelica.Electrical.Machines.UsersGuide.Concept,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.UsersGuide.Contact,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.UsersGuide.Discrimination,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.UsersGuide.References,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.UsersGuide.ReleaseNotes,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Machines.Utilities.Coupling,Component,success,,Electrical,fast,13,1,12,0,2,singular,singular,,,,2,4,0,0,false,2,0
Modelica.Electrical.Machines.Utilities.DQCurrentController,Component,success,,Electrical,fast,54,2,30,0,51,singular,singular,,,,29,0,0,0,true,2,1
Modelica.Electrical.Machines.Utilities.DQToThreePhase,Component,success,,Electrical,fast,16,0,8,0,15,singular,singular,,,,9,0,0,0,false,1,1
Modelica.Electrical.Machines.Utilities.FromDQ,Component,success,,Electrical,fast,11,0,6,0,13,singular,singular,,,,6,0,0,0,false,1,1
